author,poem name,age,type,question
JOHN DONNE,Elegy IX: The Autumnal,Renaissance,Love,"Or else because, being young, nature did bless
         Her youth with age's glory, barrenness.
If we love things long sought, age is a thing
         Which we are fifty years in compassing;
If transitory things, which soon decay,"
EDMUND SPENSER,The Shepheardes Calender: January,Renaissance,Nature,"Pitie the paines, that thou thy selfe didst proue.
Thou barrein ground, whome winters wrath hath wasted,
Art made a myrrhour, to behold my plight:
Whilome thy fresh spring flowrd, and after hasted
Thy sommer prowde with Daffadillies dight."
EDMUND SPENSER,An Hymn In Honour Of Beauty,Renaissance,Love,"But they, which love indeed, look otherwise,
With pure regard and spotless true intent,
Drawing out of the object of their eyes
A more refined form, which they present
Unto their mind, void of all blemishment;"
GEORGE GASCOIGNE,"Fie, Pleasure, Fie!",Renaissance,Nature,"And makes the sweet more sugard that ensues,
Since minds of men do still seek after news.
   The pamperd horse is seldom seen in breath,
Whose manger makes his grace (oftimes) to melt;
The crammed fowl comes quickly to his death;"
EDMUND SPENSER,Prothalamion,Renaissance,Nature,"Did never whiter shew,
Nor Jove himself, when he a swan would be
For love of Leda, whiter did appear:
Yet Leda was they say as white as he,
Yet not so white as these, nor nothing near."
HART CRANE,For The Marriage of Faustus and Helen,Modern,Mythology & Folklore,"Where cuckoos clucked to finches
Above the deft catastrophes of drums.
While titters hailed the groans of death
Beneath gyrating awnings I have seen
The incunabula of the divine grotesque."
EDMUND SPENSER,"Amoretti LXII: ""The weary yeare his race now having run""",Renaissance,Love,"And all these stormes which now his beauty blend,
Shall turne to caulmes and tymely cleare away.
So likewise love cheare you your heavy spright,
And chaunge old yeares annoy to new delight."
JOHN DONNE,The Calm,Renaissance,Nature,"We can nor lost friends nor sought foes recover,
But meteor-like, save that we move not, hover.
Only the calenture together draws
Dear friends, which meet dead in great fishes' jaws;
And on the hatches, as on altars, lies"
CHRISTOPHER MARLOWE,Hero and Leander,Renaissance,Mythology & Folklore,"On this feast-dayO cursed day and hour!
Went Hero thorough Sestos, from her tower
To Venus' temple, where unhappily,
As after chanc'd, they did each other spy.
So fair a church as this had Venus none:"
WILLIAM SHAKESPEARE,"Song: When that I was and a little tiny boy (With hey, ho, the wind and the rain)",Renaissance,Nature,"By swaggering could I never thrive,
    For the rain it raineth every day.
But when I came unto my beds,
    With hey, ho, the wind and the rain,
With toss-pots still had drunken heads,"
WILLIAM BUTLER YEATS,Reconciliation,Modern,Love,"But, dear, cling close to me; since you were gone,
My barren thoughts have chilled me to the bone."
EN JONSON,"Song: to Celia [Come, my Celia, let us prove]",Renaissance,Love,"Cannot we delude the eyes
Of a few poor household spies,
Or his easier ears beguile,
So removed by our wile?
Tis no sin loves fruit to steal;"
JOHN DONNE,The Funeral,Renaissance,Love,"         As twas humility
To afford to it all that a soul can do,
         So, tis some bravery,
That since you would have none of me, I bury some of you."
"SECOND BARON VAUX OF HARROWDEN THOMAS, LORD VAUX",The Aged Lover Renounceth Love,Renaissance,Love,"Thus must I youth give up,
Whose badge I long did wear;
To them I yield the wanton cup
That better may it bear.
Lo, here the bared skull,"
WILLIAM SHAKESPEARE,Sonnet 129: Th'expense of spirit in a waste of shame,Renaissance,Love,"A bliss in proof and proved, a very woe;
Before, a joy proposed; behind, a dream.
    All this the world well knows; yet none knows well
    To shun the heaven that leads men to this hell."
SIR THOMAS WYATT,Of the Mean and Sure Estate,Renaissance,Nature,"Live in delight even as thy lust would,
And thou shalt find, when lust doth most thee please,
It irketh straight and by itself doth fade.
A small thing it is that may thy mind appease.
None of ye all there is that is so mad"
RICHARD ALDINGTON,,Modern,Mythology & Folklore,"Thou crownest us with the pallid chaplets,
The slim colorless poppies
Which in thy garden alone
Softly thou gatherest.
And silently;"
D. H. LAWRENCE,The Wild Common,Modern,Nature,"Withered, my insolent soul would be gone like flowers that the hot wind took.
So my soul like a passionate woman turns,
Filled with remorseful terror to the man she scorned, and her love
For myself in my own eyes' laughter burns,
Runs ecstatic over the pliant folds rippling down to my belly from the breast-lights above."
WILLIAM BUTLER YEATS,The Cap and Bells,Modern,Love,"'I have cap and bells, he pondered,
'I will send them to her and die;
And when the morning whitened
He left them where she went by.
She laid them upon her bosom,"
EDMUND SPENSER,Prothalamion,Renaissance,Mythology & Folklore,"Did never whiter shew,
Nor Jove himself, when he a swan would be
For love of Leda, whiter did appear:
Yet Leda was they say as white as he,
Yet not so white as these, nor nothing near."
HART CRANE,from The Bridge: Southern Cross,Modern,Nature,"The mind is churned to spittle, whispering hell.
I wanted you
 The embers of the Cross
Climbed by aslant and huddling aromatically.
It is blood to remember; it is fire"
LOUIS UNTERMEYER,The Victory of the Beet-Fields,Modern,Nature,"We cannot even sleep; we start
With every twig that snaps or rustles.
Sought always by an unseen foe
Over our heads the bullets fly;
But more than these, we fear the snow,"
PAUL LAURENCE DUNBAR,Night of Love,Modern,Love,"That men should wake to sing, love;
While maidens sleep and dream.
Them care may not molest, love,
Nor stir them from their slumbers,
Though midnight find the swain, love."
D. H. LAWRENCE,Cruelty and Love ,Modern,Love,"Into the evening's empty hall.
Oh, water-hen, beside the rushes
Hide your quaint, unfading blushes,
Still your quick tail, and lie as dead,
Till the distance folds over his ominous tread."
JOHN SKELTON,Mannerly Margery Milk and Ale,Renaissance,Love,"With Mannerly Margery Milk and Ale.
Walk forth your way, ye cost me nought;
Now have I found that I have sought:
The best cheap flesh that I ever bought.
Yet, for his love that all hath wrought,"
JOHN SKELTON,The Book of Phillip Sparrow,Renaissance,Mythology & Folklore,"With gastly hedes thre,
To Jupyter pray we
That Phyllyp preserved may be!
Amen, say ye with me!
Do mi nus,"
EDMUND SPENSER,from The Shepheardes Calender: April,Renaissance,Mythology & Folklore,"Which in her sexe doth all excell.
Of fayre Eliza be your silver song,
         that blessed wight:
The flowre of Virgins, may shee florish long,
         In princely plight."
RICHARD ALDINGTON,To a Greek Marble,Modern,Mythology & Folklore,"And thou hearest me not,
Potuia, potuia
Thou hearest me not."
HART CRANE,For The Marriage of Faustus and Helen,Modern,Mythology & Folklore,"Who faithfully, yourself, will fall too soon,
And in other ways than as the wind settles
On the sixteen thrifty bridges of the city:
Let us unbind our throats of fear and pity.
                                             We even,"
SIR WALTER RALEGH,A Vision upon the Fairy Queen,Renaissance,Love,"Hereat the hardest stones were seen to bleed,
And groans of buried ghosts the heavens did pierce:
Where Homers spright did tremble all for grief,
And cursed the access of that celestial thief!"
CHRISTOPHER MARLOWE,Hero and Leander,Renaissance,Love,"         The men of wealthy Sestos every year,
For his sake whom their goddess held so dear,
Rose-cheek'd Adonis, kept a solemn feast.
Thither resorted many a wandering guest
To meet their loves; such as had none at all"
WILLIAM SHAKESPEARE,Song: Under the greenwood tree,Renaissance,Nature,"Seeking the food he eats,
And pleased with what he gets,
Come hither, come hither, come hither:
            Here shall he see
            No enemy"
EDMUND SPENSER,"from The Faerie Queene: Book I, Canto I",Renaissance,Mythology & Folklore,"Of straunge adventures, which abroad did pas.
Ah my deare Sonne (quoth he) how should, alas,
Silly old man, that lives in hidden cell,
Bidding his beades all day for his trespas,
Tydings of warre and worldly trouble tell?"
EDMUND SPENSER,"from The Faerie Queene: Book I, Canto I",Renaissance,Mythology & Folklore,"And overflow each plaine and lowly dale:
But when his later spring gins to avale,
Huge heapes of mudd he leaves, wherein there breed
Ten thousand kindes of creatures, partly male
And partly female of his fruitfull seed;"
RICHARD ALDINGTON,,Modern,Mythology & Folklore,"Over long leagues of lonely sea;
Thou art the dusk and the fragrance;
Thou art the lips of love mournfully smiling;
Thou art the pale peace of one
Satiate with old desires;"
CHRISTOPHER MARLOWE,Hero and Leander,Renaissance,Mythology & Folklore,"As if another Pha{""e}ton had got
The guidance of the sun's rich chariot.
But far above the loveliest, Hero shin'd,
And stole away th' enchanted gazer's mind;
For like sea-nymphs' inveigling harmony,"
EDMUND SPENSER,"from The Faerie Queene: Book I, Canto I",Renaissance,Mythology & Folklore,"So lively, and so like in all mens sight,
That weaker sence it could have ravisht quight:
The maker selfe for all his wondrous witt,
Was nigh beguiled with so goodly sight:
Her all in white he clad, and over it"
RICHARD ALDINGTON,,Modern,Mythology & Folklore,"And the lips that were over-sweet;
For silently
Brushing the fields with red-shod feet,
With purple robe
Searing the flowers as with a sudden flame,"
SIR THOMAS WYATT,They Flee From Me,Renaissance,Love,I would fain know what she hath deserved.
JOHN SKELTON,To Mistress Margaret Hussey,Renaissance,Love,"As Merry Margaret,
This midsummer flower,
Gentle as falcon
Or hawk of the tower."
PAUL LAURENCE DUNBAR,The Old Front Gate,Modern,Love,"So you fin' dat hit's a rule,
An' daih ain' no use to blow,
W'en de gals is growin' up,
Dat de front gate will sag low.
Den you t'ink o' yo' young days,"
EDMUND SPENSER,from The Shepheardes Calender: October,Renaissance,Nature,"For ever, who in derring doe were dreade,
The loftie verse of hem was loved aye.
But after vertue gan for age to stoupe,
And mighty manhode brought a bedde of ease:
The vaunting Poets found nought worth a pease,"
JOHN DONNE,The Good-Morrow,Renaissance,Love,"And makes one little room an everywhere.
Let sea-discoverers to new worlds have gone,
Let maps to other, worlds on worlds have shown,
Let us possess one world, each hath one, and is one.
My face in thine eye, thine in mine appears,"
WILLIAM SHAKESPEARE,The Phoenix and the Turtle,Renaissance,Mythology & Folklore,"Reason, in itself confounded,
Saw division grow together,
To themselves yet either neither,
Simple were so well compounded;
That it cried, ""How true a twain"
SAMUEL DANIEL,Delia 53: Unhappy pen and ill accepted papers,Renaissance,Love,"And so content me that her frowns should be
To my infant style the cradle, and the grave.
What though my self no honor get thereby,
Each bird sings therself, and so will I."
WILLIAM SHAKESPEARE,"Sonnet 65: Since brass, nor stone, nor earth, nor boundless sea",Renaissance,Love,"Or what strong hand can hold his swift foot back?
Or who his spoil of beauty can forbid?
   O, none, unless this miracle have might,
   That in black ink my love may still shine bright."
T. S. ELIOT,Portrait of a Lady,Modern,Love,"""So intimate, this Chopin, that I think his soul
Should be resurrected only among friends
Some two or three, who will not touch the bloom
That is rubbed and questioned in the concert room.""
And so the conversation slips"
WILLIAM SHAKESPEARE,Song: O Mistress mine where are you roaming?,Renaissance,Love,"Then come kiss me sweet and twenty:
      Youth's a stuff will not endure."
HART CRANE,from The Bridge: Southern Cross,Modern,Love,"Water rattled that stinging coil, your
Rehearsed hairdocile, alas, from many arms.
Yes, Evewraith of my unloved seed!
The Cross, a phantom, buckleddropped below the dawn.
Light drowned the lithic trillions of your spawn."
JOHN DONNE,"Hymn to God, My God, in My Sickness",Renaissance,Nature,"I joy, that in these straits I see my west;
         For, though their currents yield return to none,
What shall my west hurt me? As west and east
         In all flat maps (and I am one) are one,
         So death doth touch the resurrection."
